__file__,1.corporate_identity_number_cin,1.global_location_number_gln,2.name_of_the_company,2.address_of_the_registered_office,2.email_id_of_the_company,3.form_for_registration_of,4.applicant_is,5.date_of_instrument_creating_or_modifying_charge,5.nature_description_of_instrument,5.charge_created_or_modified_outside_india,6,7.charge_on,7.others_specify,8.consortium_finance_involved,8.joint_charge_involved,8.number_of_charge_holders,9.category,9.name,9.address.line1,9.address.line2,9.address.city,9.address.state,9.address.country,9.address.pin_code,9.address.iso_country_code,9.email_id,9.has_pan,9.pan,9.bsr_code_branch_code,10.amount_secured_by_charge_in_rs,10.amount_secured_by_charge_in_words,10.amount_in_foreign_currency_details,11.date_of_creating_security_interest,11.borrower_customer_account_number,11.rate_of_interest,11.repayment_term_in_months,11.terms_of_repayment,11.nature_of_facility,11.date_of_disbursement,11.miscellaneous_narrative_information,11.margin,11.extent_and_operation_of_the_charge,11.others,12.date_of_instrument_creating_or_evidencing_the_charge,12.description_of_the_instrument_creating_or_evidencing_the_charge,12.date_of_acquisition_of_the_property,12.amount_of_the_charge_in_rs,12.particulars_of_the_property_charged,13.short_particulars_of_property_or_assets_charged,14.number_of_title_documents_deposited_by_customer,15.is_property_not_registered_in_company_name,16.date_of_creation_or_last_modification_prior_to_present
22_Form_DIR-12-17122016_signed.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,12/11/1998,,,,[],,,,,,,,,,,,,,,,,,,,,12/11/1998,,,,,,,,,,,,,,,,,,,
22_List_of_share_holders__debenture_holders_-21122018.pdf,U85110TG1990PTC011527,,,,arunbombay@qmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_Notice_of_resignation_-07062021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_Optional_Attachment-_1_-11092019.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_Optional_Attachment-_1_-21112019.pdf,,,(ii) The inventory has been physically verified at suitable intervals during the,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-12122018.pdf,,,.,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Directors_report_as_per_section_134_3_-17082019.pdf,U80900DL2008NPL185369,,| IPAS DEVELOPMENT FOUNDATION,,idf@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Form21A-271012_for_the_FY_ending_on-310312.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Form66-271013_for_the_FY_ending_on-310313.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Form66-301013_for_the_FY_ending_on-310313.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_FormSchV-140911_for_the_FY_ending_on-310311.OCT.pdf,,,Aries Habitat Private Limited,,arunbombay@gmail.com,,,20/08/2011,,,,[],,,,,,,,,,,,,,,,,,,,,20/08/2011,,,,,,,,,,,,,,,,,,,
23_Instrument_s__of_creation_or_modification_of_charge_-11102016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Letter_of_appointment_-17122016.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_List_of_share_holders__debenture_holders_-19042018.pdf,U85110TG1990PTCO01152,,,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Optional_Attachment-_1_-07062021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_Optional_Attachment-_2_-21112019.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-18042018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-20072018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Directors_report_as_per_section_134_3_-12122018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Form21A-221011_for_the_FY_ending_on-310311.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Form23AC-161112_for_the_FY_ending_on-310312.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,31/08/2012,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,31/08/2012,,,,,,,,,,,,,,,,,,,
24_Form23AC-201010_for_the_FY_ending_on-310310.OCT.pdf,,,Aries Habitat Private Limited,,arunbombay@gmail.com,,,24/08/2010,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,24/08/2010,,,,,,,,,,,,,,,,,,,
24_FormSchV-271013_for_the_FY_ending_on-310313.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Form_DIR-12-24092016_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,,sethip@ipas.org,,,08/05/1979,,,,[],,,,,,,,,,,,,,,,,,,,,08/05/1979,,,,,,,,,,,,,,,,,,,
24_Form_INC-22-090115.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Optional_Attachment-_1_-11102016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Optional_Attachment-_1_-17122016.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24_Optional_Attachment-_3_-21112019.pdf,U99999CH1997PTC019687,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Directors_report_as_per_section_134_3_-18042018.pdf,U85110TG1990PTC011527,,|ARIES HABITAT PRIVATE LIMITED,"details Hyderabad-500016 E-Mail: arunbombay@qmail.com Telephone No.: 040-23732499 Whether Listed Company vii | Name, Address and Contact details of N.A Registrar and Transfer Agent ll. PRINCIPAL BUSINESS ACTIVITIES OF THE COMPANY: Business activities which contribute to 10% or more of the total turnover of the company shall be stated- NIL % total turnover of the company NIC Code of the Product/ service Name and Description of main products/ services Ill. PARTICULARS OF HOLDING, SUBSIDIARY AND ASSOCIATE COMPANIES: The Company does not have any Holding, Subsidiary or Associate Companies. IV. SHAREHOLDING PATTERN (Equity Share Capital Break up as percentaqe of Total Equity): i) Category-wise Share Holding: Category of No. of Shares held at the beginning of | No. of Shares held at the end | %Change Shareholders | the year of the year during the year De- | Physical Total De- | Physical Total mat mat A. Promoters (1)Indian a)Individual/ HUF b)Central Govt. c) State Govt.(s) d) Bodies Corp. e)Banks/FI! g) Any Other.... 40,000 40,000 Sub-total (A)(1):- (2)Foreign a)NRIs Individuals b)Other Individuals c) Bodies Corp. d)Banks/F| e) Any Other.... Sub-total (A)(2):- Total shareholding of Promoter ee ae B. Public Shareholdin g 40,000",arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Directors_report_as_per_section_134_3_-20072018.pdf,U80900DL2008NPL185369,,| IPAS DEVELOPMENT FOUNDATION,,idf@ipas.org,,,,,,,['Others'],", specify...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Form23AC-221011_for_the_FY_ending_on-310311.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_FormSchV-161112_for_the_FY_ending_on-310312.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,29/09/2012,,,,[],,,,,,,,,,,,,,,,,,,,,29/09/2012,,,,,,,,,,,,,,,,,,,
25_FormSchV-201010_for_the_FY_ending_on-310310.OCT.pdf,,,Aries Habitat Private Limited,,arunbombay@gmail.com,,,30/09/2010,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2010,,,,,,,,,,,,,,,,,,,
25_Form_MGT-14-060115.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Frm23ACA-271013_for_the_FY_ending_on-310313.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_List_of_share_holders__debenture_holders_-12122018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Optional_Attachment-_1_-24092016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Optional_Attachment-_2_-11102016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Optional_Attachment-_2_-17122016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_Optional_Attachment-_4_-21112019.pdf,U99999CH1997PTCO19687,,_ ATOP FASTENERS PRIVATE LIMITED a ; _|,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-21092017.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-29112017.pdf,,,.,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Copy_of_resolution_passed_by_the_company-17042018.pdf,U85110TG1990PTC011527,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Declaration_of_the_appointee_director__Managing_director__in_Form_No._DIR-2_-26052016.pdf,,,,,sethip@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Form23AC-131210_for_the_FY_ending_on-310310.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Form23AC-211112_for_the_FY_ending_on-310312.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Form23AC-251109_for_the_FY_ending_on-310309.OCT.pdf,,,Aries Habitat Private Limited,,arunbombay@gmail.com,,,24/08/2009,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,24/08/2009,,,,,,,,,,,,,,,,,,,
26_Form66-241012_for_the_FY_ending_on-310312.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Form_23B_for_period_010409_to_310310-051009.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,mehanassociates@aol.in,,,30/09/2009,,,,[],,,,,,,,,,ment of correctness given by the auditor,,083735,,sanjeevmehan@yahoo.comReason,,,,,,,30/09/2009,,,,,,,,,,,,,,,,,,,
26_Form_CHG-4-160216.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Form_MGT-14-031214.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26_Optional_Attachment-_5_-21112019.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Copy_of_written_consent_given_by_auditor-17042018.pdf,,,,,info@svpandco.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Directors_report_as_per_section_134_3_-21092017.pdf,U80900DL2008NPL185369,,| IPAS DEVELOPMENT FOUNDATION ;,,ipasindia@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Directors_report_as_per_section_134_3_-29112017.pdf,U85110UP1994PLC016361,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Evidence_of_cessation_-26052016.pdf,,,,,ipasindia@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Form21A-081210_for_the_FY_ending_on-310310.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Form23AC-130112_for_the_FY_ending_on-310311.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,01/09/2011,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,01/09/2011,,,,,,,,,,,,,,,,,,,
27_FormSchV-241109_for_the_FY_ending_on-310309.OCT.pdf,,,Aries Habitat Private Limited,,arunbombay@gmail.com,,,30/09/2009,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2009,,,,,,,,,,,,,,,,,,,
27_Form_CHG-4-160216.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Form_PAS-3-031214.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_Frm23ACA-211112_for_the_FY_ending_on-310312.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27_XBRL_financial_statements_duly_authenticated_as_per_section_134__including_Board's_report_auditor's_report_and_other_documents_-21112019.pdf,U99999CH1997PTC019687,,ATOP FASTENERS PRIVATE LIMITED,,,,The Company,01/04/2018,,,,[],,,,,,,,,,,,,,,,,,,,,01/04/2018,,,,,,,,,,,,,,,,,,,
28_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-09092016.pdf,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_Copy_of_resolution_passed_by_the_company-12102019.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_Form21A-160910_for_the_FY_ending_on-310309.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_Form66-130112_for_the_FY_ending_on-310311.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_Form66-271012_for_the_FY_ending_on-310312.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_Form_20B-140109.OCT.pdf,,,Aries Habitat Private Limited,,arunbombay@gmail.com,,,30/09/2008,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2008,,,,,,,,,,,,,,,,,,,
28_Form_CHG-1-200116.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_Form_DIR-12-26052016_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,,sethip@ipas.org,,,08/05/1979,,,,[],,,,,,,,,,,,,,,,,,,,,08/05/1979,,,,,,,,,,,,,,,,,,,
28_Form_MGT-14-021214.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_List_of_share_holders__debenture_holders_-28112017.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_Optional_Attachment-_1_-17042018.pdf,U85110TG1990PTC011527,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-18112016.pdf,,,.,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Copy_of_the_intimation_sent_by_company-12102019.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Directors_report_as_per_section_134_3_-09092016.pdf,U80900DL2008NPL185369,,| IPAS DEVELOPMENT FOUNDATION -,,ipasindia@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Form23AC-160910_for_the_FY_ending_on-310309.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_FormSchV-130112_for_the_FY_ending_on-310311.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,30/09/2011,,,,[],,,,,,,,,,,,,,,,,,,,,30/09/2011,,,,,,,,,,,,,,,,,,,
29_FormSchV-281012_for_the_FY_ending_on-310312.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Form_23AC-140109.OCT.pdf,,,Aries Habitat Private Limited,,arunbombay@gmail.com,,,20/08/2008,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,20/08/2008,,,,,,,,,,,,,,,,,,,
29_Form_CHG-1-161015.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Form_MGT-14-021214.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Letter_of_appointment_-26052016.pdf,U80900DL2008NPL185369,,,,ipasindia@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29_Optional_Attachment-_2_-17042018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Acknowledgement_received_from_company-25102021.pdf,U80900DL2008NPL185369,,,,_idf@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_CERTIFICATE_OF_REGISTRATION_OF_CHARGE-20190507.pdf,,,: ATOP FASTENERS PRIVATE LIMITED,,,Creation of charge,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-11112022.pdf,,,". Therefore, the reporting under",,,,,,,,,['Others'],4132.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Copy_of_Financial_Staements_duly_authenticated_as_per_section_134__Including_Boards_report__auditors_report_and_other_documents_-22112022.pdf,U85110TG1990PTC011527,,,,info@nsvr.in,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Declaration_of_the_appointee_director__Managing_director__in_Form_No._DIR-2_-01102021.pdf,,,,,ndprasad300@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Directors_report_as_per_section_134_3_-28092022.pdf,U80900DL2008NPL185369,,| IPAS DEVELOPMENT FOUNDATION,,idf@ipas.org,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Form_DPT-3-06072021_signed.pdf,,,ARIES HABITAT PRIVATE LIMITED,,arunbombay@gmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(d) Value of the property,,,
2_Form_DPT-3-21012020-signed.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Form_INC-22-09122020_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,"2, PASCHIMI MARG, 3RD FLOORNEW DELHISouth DelhiDelhi110057India (c) Name of office of existing Registrar of Companies (RoC) RoC - Delhi (d)* Purpose of the form Change within local limits of city, town or village Change outside local limits of city, town or village,within the same RoC and state Change in RoC within the same state Change in state within the jurisdiction of same RoC Change in state outside the jurisdiction of existing RoC",sethip@ipas.org,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Form_MGT-14-05012022_signed.pdf,,,,,accounts@ashokcosmosmall.com,,,20/11/2021,,,,[],,,,,,,,,,,,,,,,,,,,,20/11/2021,,,,,,,,,,,,,,,,,,,
2_Form_MGT-7-25022022_signed.pdf,,,ASB PROJECTS LIMITED.,,accounts@ashokcosmosmall.co,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Form_MGT-7-28032022_signed.pdf,,,ATOP FASTENERS PRIVATE LIM,,rakesh@atopfasteners.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Form_MGT-7-28092022_signed.pdf,,,IPAS DEVELOPMENT FOUNDAT,,sethip@ipas.org,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Form_MGT-7A-02042022_signed.pdf,,,ARIES HABITAT PRIVATE LIMITE,,arunbombay@gmail.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Instrument_s__of_creation_or_modification_of_charge_-13032021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,specified in the relevant.,,,,,,from time to time,,,,,,,,,,,
2_Notice_of_resignation_-18022021.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Optional_Attachment-_1_-21022018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Optional_Attachment-_1_-29112022.pdf,U99999CH1997PTC019687,,;,,mehanassociates@yahoo.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_Copy_of_resolution_passed_by_the_company-30042016.pdf,U80900DL2008NPL185369,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_Copy_of_written_consent_given_by_auditor-12102019.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_Directors_report_as_per_section_134_3_-18112016.pdf,USS1TIOUP1994PLOOLA36,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_Form23AC-250910_for_the_FY_ending_on-310310.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,,31/08/2010,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,31/08/2010,,,,,,,,,,,,,,,,,,,
30_Form23AC-301011_for_the_FY_ending_on-310311.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,,25/08/2011,,,,[],,,,,,of the subsidiary,,,,,,,,,,,,,,,25/08/2011,,,,,,,,,,,,,,,,,,,
30_Form_20B-091007.OCT.pdf,,,ARIES HOLISTIC HEALTH CARE PVT.LTD.,,arunbombay@gmail.com,,,31/03/2007,,,,[],,,,,,,,,,,,,,,,,,,,,31/03/2007,,,,,,,,,,,,,,,,,,,
30_Form_CHG-1-21062019_signed.pdf,L17119WB1915PLC002657,,CALEDONIAN JUTE & INDUSTRIES LTD,9 BIPLABI TRAILOKYA MAHARAJSARANI KOLKATA Kolkata West Bengal 700001 India (c),caledonian@dataone.in,Creation of charge,The Company,,,,,[],Lien on Fixed Deposit,,,,,,,,,,,,,,,,,16700000,,,,,,,,,,,,,,,,,,,,,,
30_Form_CHG-4-261114.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_Form_PAS-3-021214.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_Notice_of_resignation_-26052016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_Optional_Attachment-_3_-17042018.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_Copy_of_resolution_passed_by_the_company-08062019.pdf,U99999CH1997PTC019687,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_Copy_of_the_intimation_sent_by_company-30042016.pdf,U80900DL2008NPL185369,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_Form66-250910_for_the_FY_ending_on-310310.OCT.pdf,,,ATOP FASTENERS PRIVATE LIMITED,,vickyvishal@rediffmail.com,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_Form66-301011_for_the_FY_ending_on-310311.OCT.pdf,,,ASB Projects Limited.,,anujashoksign@yahoo.co.in,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_Form_23AC-091007.OCT.pdf,,,"(b). Address of the 519, MODEL HOUSE, PUNJAGUTTA,HYDERABAD.",,arunbombay@gmail.com,,,,,,,['Others'],(Please specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_Form_DIR-12-19042016_signed.pdf,,,IPAS DEVELOPMENT FOUNDATION,,company@agarwaltaxcon.com,,,21/09/1983,,,,[],,,,,,,,,,,,,,,,,,,,,21/09/1983,,,,,,,,,,,,,,,,,,,
31_Form_PAS-3-021214.OCT.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_List_of_share_holders__debenture_holders_-18112016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31_Optional_Attachment-_4_-17042018.pdf,,,,,info@karvycompany.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_Copy_of_resolution_passed_by_the_company-12102016.pdf,,,,,,,The Company,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_Copy_of_written_consent_given_by_auditor-08062019.pdf,,,,,mehanassociates@yahoo.com,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32_Copy_of_written_consent_given_by_auditor-30042016.pdf,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
